DISTRITO,EDAD
JESUS MARIA,22
JESUS MARIA,30
JESUS MARIA,63
JESUS MARIA,42
JESUS MARIA,35
JESUS MARIA,36
PUEBLO LIBRE,60
BREÑA,0
JESUS MARIA,33
JESUS MARIA,62
PUEBLO LIBRE,33
JESUS MARIA,32
LINCE,21
LA VICTORIA,21
LA VICTORIA,25
JESUS MARIA,29
JESUS MARIA,28
JESUS MARIA,31
JESUS MARIA,25
BREÑA,36
JESUS MARIA,28
LA VICTORIA,29
JESUS MARIA,32
JESUS MARIA,32
LA VICTORIA,22
PUEBLO LIBRE,54
JESUS MARIA,24
BREÑA,14
JESUS MARIA,25
BREÑA,31
BREÑA,39
BREÑA,33
LA VICTORIA,12
JESUS MARIA,31
JESUS MARIA,31
JESUS MARIA,22
JESUS MARIA,21
LINCE,30
BREÑA,27
JESUS MARIA,27
LINCE,60
JESUS MARIA,29
LINCE,59
LA VICTORIA,26
LA VICTORIA,89
JESUS MARIA,29
LA VICTORIA,75
LINCE,33
JESUS MARIA,32
JESUS MARIA,40
JESUS MARIA,31
JESUS MARIA,20
JESUS MARIA,12
JESUS MARIA,35
JESUS MARIA,18
JESUS MARIA,41
JESUS MARIA,64
JESUS MARIA,31
JESUS MARIA,56
JESUS MARIA,33
JESUS MARIA,30
LA VICTORIA,72
JESUS MARIA,30
BREÑA,63
BREÑA,24
JESUS MARIA,55
JESUS MARIA,25
JESUS MARIA,20
JESUS MARIA,29
LA VICTORIA,44
BREÑA,12
JESUS MARIA,67
JESUS MARIA,27
JESUS MARIA,49
LA VICTORIA,6
JESUS MARIA,29
JESUS MARIA,31
JESUS MARIA,30
JESUS MARIA,26
JESUS MARIA,11
JESUS MARIA,33
JESUS MARIA,65
LINCE,25
PUEBLO LIBRE,25
PUEBLO LIBRE,31
JESUS MARIA,25
PUEBLO LIBRE,76
PUEBLO LIBRE,68
JESUS MARIA,45
BREÑA,48
JESUS MARIA,52
JESUS MARIA,25
JESUS MARIA,58
JESUS MARIA,54
JESUS MARIA,27
JESUS MARIA,23
JESUS MARIA,19
JESUS MARIA,28
PUEBLO LIBRE,29
LA VICTORIA,78
PUEBLO LIBRE,66
JESUS MARIA,75
JESUS MARIA,31
JESUS MARIA,31
JESUS MARIA,61
JESUS MARIA,28
LA VICTORIA,61
LA VICTORIA,88
JESUS MARIA,26
JESUS MARIA,48
JESUS MARIA,45
JESUS MARIA,13
JESUS MARIA,29
PUEBLO LIBRE,42
LA VICTORIA,12
LA VICTORIA,13
LA VICTORIA,67
LINCE,68
LINCE,47
JESUS MARIA,23
JESUS MARIA,48
LINCE,46
LINCE,43
JESUS MARIA,12
JESUS MARIA,50
JESUS MARIA,23
JESUS MARIA,23
JESUS MARIA,25
JESUS MARIA,65
LA VICTORIA,19
LA VICTORIA,19
BREÑA,64
LA VICTORIA,19
JESUS MARIA,17
LA VICTORIA,49
LA VICTORIA,27
PUEBLO LIBRE,49
LA VICTORIA,55
PUEBLO LIBRE,17
JESUS MARIA,77
LA VICTORIA,22
PUEBLO LIBRE,27
JESUS MARIA,73
JESUS MARIA,25
LA VICTORIA,51
BREÑA,19
JESUS MARIA,17
JESUS MARIA,20
JESUS MARIA,21
PUEBLO LIBRE,22
JESUS MARIA,18
JESUS MARIA,22
JESUS MARIA,24
LA VICTORIA,17
JESUS MARIA,24
JESUS MARIA,22
JESUS MARIA,45
JESUS MARIA,58
JESUS MARIA,24
PUEBLO LIBRE,18
LA VICTORIA,53
PUEBLO LIBRE,61
LINCE,24
JESUS MARIA,22
JESUS MARIA,23
JESUS MARIA,26
BREÑA,29
JESUS MARIA,60
BREÑA,26
JESUS MARIA,53
LINCE,29
JESUS MARIA,27
JESUS MARIA,19
JESUS MARIA,21
JESUS MARIA,20
JESUS MARIA,51
JESUS MARIA,28
JESUS MARIA,21
LA VICTORIA,70
BREÑA,44
JESUS MARIA,19
JESUS MARIA,17
LA VICTORIA,19
JESUS MARIA,8
JESUS MARIA,22
JESUS MARIA,56
LA VICTORIA,25
JESUS MARIA,69
JESUS MARIA,30
PUEBLO LIBRE,23
JESUS MARIA,87
LA VICTORIA,28
JESUS MARIA,23
JESUS MARIA,24
JESUS MARIA,23
JESUS MARIA,68
JESUS MARIA,51
JESUS MARIA,21
LA VICTORIA,11
BREÑA,24
BREÑA,18
LA VICTORIA,24
LINCE,12
LINCE,10
JESUS MARIA,18
LA VICTORIA,24
JESUS MARIA,39
JESUS MARIA,25
JESUS MARIA,57
JESUS MARIA,26
LINCE,32
JESUS MARIA,31
JESUS MARIA,27
JESUS MARIA,20
BREÑA,77
JESUS MARIA,32
JESUS MARIA,30
LA VICTORIA,66
JESUS MARIA,37
JESUS MARIA,30
JESUS MARIA,33
JESUS MARIA,47
LA VICTORIA,38
JESUS MARIA,27
JESUS MARIA,0
JESUS MARIA,33
JESUS MARIA,36
BREÑA,41
LA VICTORIA,25
LA VICTORIA,90
JESUS MARIA,32
JESUS MARIA,34
JESUS MARIA,32
JESUS MARIA,43
LINCE,35
BREÑA,38
JESUS MARIA,37
PUEBLO LIBRE,35
JESUS MARIA,82
JESUS MARIA,37
JESUS MARIA,39
BREÑA,39
LA VICTORIA,1
LINCE,34
LINCE,31
PUEBLO LIBRE,22
JESUS MARIA,32
LA VICTORIA,33
LA VICTORIA,58
JESUS MARIA,44
LA VICTORIA,38
BREÑA,54
PUEBLO LIBRE,29
JESUS MARIA,1
JESUS MARIA,33
JESUS MARIA,37
JESUS MARIA,30
LINCE,21
LINCE,22
LA VICTORIA,33
LA VICTORIA,81
PUEBLO LIBRE,12
LA VICTORIA,35
JESUS MARIA,40
JESUS MARIA,38
LINCE,28
LA VICTORIA,52
JESUS MARIA,30
LINCE,33
BREÑA,37
JESUS MARIA,4
JESUS MARIA,29
BREÑA,51
JESUS MARIA,22
JESUS MARIA,42
JESUS MARIA,27
JESUS MARIA,39
JESUS MARIA,25
PUEBLO LIBRE,84
BREÑA,35
JESUS MARIA,26
LINCE,35
JESUS MARIA,30
JESUS MARIA,25
JESUS MARIA,18
JESUS MARIA,34
LA VICTORIA,26
PUEBLO LIBRE,58
BREÑA,70
BREÑA,82
JESUS MARIA,32
JESUS MARIA,31
LA VICTORIA,85
PUEBLO LIBRE,59
LINCE,22
LA VICTORIA,58
JESUS MARIA,74
JESUS MARIA,21
JESUS MARIA,48
JESUS MARIA,62
LA VICTORIA,39
JESUS MARIA,21
JESUS MARIA,59
JESUS MARIA,68
BREÑA,91
JESUS MARIA,38
PUEBLO LIBRE,42
BREÑA,40
JESUS MARIA,67
BREÑA,73
LA VICTORIA,89
JESUS MARIA,77
JESUS MARIA,26
BREÑA,63
JESUS MARIA,32
LINCE,60
JESUS MARIA,30
JESUS MARIA,18
JESUS MARIA,6
BREÑA,23
LINCE,20
LINCE,20
BREÑA,6
JESUS MARIA,21
LINCE,44
LA VICTORIA,28
BREÑA,74
JESUS MARIA,19
JESUS MARIA,67
JESUS MARIA,82
PUEBLO LIBRE,53
LINCE,54
LA VICTORIA,79
LA VICTORIA,21
LA VICTORIA,42
PUEBLO LIBRE,94
LA VICTORIA,77
LA VICTORIA,66
LA VICTORIA,89
BREÑA,64
JESUS MARIA,23
JESUS MARIA,29
BREÑA,64
BREÑA,55
BREÑA,75
LA VICTORIA,43
JESUS MARIA,85
LINCE,60
LINCE,22
JESUS MARIA,56
BREÑA,64
PUEBLO LIBRE,81
LA VICTORIA,53
LA VICTORIA,42
JESUS MARIA,56
LA VICTORIA,52
JESUS MARIA,82
BREÑA,79
PUEBLO LIBRE,64
LA VICTORIA,78
PUEBLO LIBRE,99
LA VICTORIA,76
PUEBLO LIBRE,5
LA VICTORIA,20
JESUS MARIA,77
JESUS MARIA,59
JESUS MARIA,40
JESUS MARIA,44
JESUS MARIA,51
JESUS MARIA,44
JESUS MARIA,53
JESUS MARIA,48
JESUS MARIA,31
LA VICTORIA,58
BREÑA,39
LA VICTORIA,78
BREÑA,87
LA VICTORIA,77
LA VICTORIA,0
LA VICTORIA,81
JESUS MARIA,79
LA VICTORIA,68
LINCE,71
BREÑA,83
BREÑA,59
BREÑA,69
JESUS MARIA,52
BREÑA,59
LA VICTORIA,65
BREÑA,53
LA VICTORIA,90
LA VICTORIA,89
JESUS MARIA,32
BREÑA,65
PUEBLO LIBRE,76
LA VICTORIA,86
LA VICTORIA,91
LA VICTORIA,65
JESUS MARIA,62
BREÑA,75
JESUS MARIA,3
LA VICTORIA,57
LA VICTORIA,4
LA VICTORIA,60
LA VICTORIA,87
LINCE,80
JESUS MARIA,61
BREÑA,76
LA VICTORIA,70
LA VICTORIA,58
JESUS MARIA,79
JESUS MARIA,46
JESUS MARIA,74
BREÑA,81
LA VICTORIA,56
LINCE,87
LA VICTORIA,69
PUEBLO LIBRE,57
JESUS MARIA,82
JESUS MARIA,88
LA VICTORIA,62
JESUS MARIA,49
JESUS MARIA,76
LINCE,68
JESUS MARIA,76
LINCE,58
PUEBLO LIBRE,82
JESUS MARIA,66
BREÑA,77
BREÑA,30
JESUS MARIA,51
JESUS MARIA,75
LA VICTORIA,83
JESUS MARIA,97
JESUS MARIA,61
LINCE,77
JESUS MARIA,24
LA VICTORIA,65
JESUS MARIA,50
JESUS MARIA,71
LA VICTORIA,51
JESUS MARIA,57
JESUS MARIA,64
LA VICTORIA,54
LINCE,77
LINCE,88
JESUS MARIA,78
LA VICTORIA,70
JESUS MARIA,22
JESUS MARIA,78
JESUS MARIA,73
LA VICTORIA,85
BREÑA,54
LA VICTORIA,77
LA VICTORIA,82
JESUS MARIA,84
JESUS MARIA,62
JESUS MARIA,77
LA VICTORIA,72
LA VICTORIA,77
PUEBLO LIBRE,88
JESUS MARIA,83
JESUS MARIA,62
JESUS MARIA,15
LA VICTORIA,75
JESUS MARIA,76
LA VICTORIA,76
LA VICTORIA,72
LINCE,68
PUEBLO LIBRE,80
LINCE,63
JESUS MARIA,70
LA VICTORIA,62
LA VICTORIA,80
JESUS MARIA,60
LA VICTORIA,74
JESUS MARIA,64
JESUS MARIA,89
BREÑA,88
JESUS MARIA,59
BREÑA,50
BREÑA,58
JESUS MARIA,73
JESUS MARIA,54
JESUS MARIA,10
LA VICTORIA,64
JESUS MARIA,71
LA VICTORIA,63
BREÑA,30
BREÑA,82
BREÑA,54
JESUS MARIA,66
PUEBLO LIBRE,60
BREÑA,78
PUEBLO LIBRE,86
BREÑA,52
LA VICTORIA,76
BREÑA,66
LA VICTORIA,35
LA VICTORIA,64
BREÑA,57
JESUS MARIA,59
LA VICTORIA,72
LINCE,67
BREÑA,61
LA VICTORIA,84
JESUS MARIA,66
JESUS MARIA,79
JESUS MARIA,72
JESUS MARIA,68
JESUS MARIA,84
LA VICTORIA,55
BREÑA,56
BREÑA,91
LA VICTORIA,59
JESUS MARIA,85
LA VICTORIA,82
JESUS MARIA,29
LA VICTORIA,77
JESUS MARIA,93
BREÑA,68
JESUS MARIA,59
BREÑA,73
JESUS MARIA,68
LA VICTORIA,71
LA VICTORIA,40
JESUS MARIA,41
BREÑA,86
BREÑA,91
LA VICTORIA,50
PUEBLO LIBRE,47
BREÑA,62
LA VICTORIA,85
LA VICTORIA,76
PUEBLO LIBRE,83
LA VICTORIA,51
LA VICTORIA,67
JESUS MARIA,69
BREÑA,93
JESUS MARIA,42
BREÑA,56
JESUS MARIA,81
LINCE,82
JESUS MARIA,76
JESUS MARIA,70
LA VICTORIA,64
PUEBLO LIBRE,73
JESUS MARIA,70
LA VICTORIA,63
LA VICTORIA,68
BREÑA,86
LA VICTORIA,64
BREÑA,85
BREÑA,76
JESUS MARIA,48
JESUS MARIA,67
JESUS MARIA,35
BREÑA,80
JESUS MARIA,71
JESUS MARIA,32
JESUS MARIA,67
JESUS MARIA,73
LINCE,63
JESUS MARIA,90
BREÑA,45
BREÑA,66
JESUS MARIA,85
LA VICTORIA,52
BREÑA,49
JESUS MARIA,54
BREÑA,91
BREÑA,63
JESUS MARIA,55
BREÑA,34
BREÑA,61
PUEBLO LIBRE,87
LA VICTORIA,50
LINCE,73
LA VICTORIA,81
BREÑA,88
LA VICTORIA,48
JESUS MARIA,71
JESUS MARIA,63
LA VICTORIA,68
LA VICTORIA,98
JESUS MARIA,73
PUEBLO LIBRE,92
LA VICTORIA,58
BREÑA,66
JESUS MARIA,66
LA VICTORIA,67
BREÑA,75
LA VICTORIA,94
JESUS MARIA,55
LINCE,47
LINCE,59
JESUS MARIA,65
LINCE,79
LA VICTORIA,86
LA VICTORIA,59
JESUS MARIA,49
LINCE,83
LA VICTORIA,69
LINCE,53
JESUS MARIA,95
PUEBLO LIBRE,67
BREÑA,96
LA VICTORIA,71
LA VICTORIA,66
LA VICTORIA,48
BREÑA,27
JESUS MARIA,91
LINCE,63
LA VICTORIA,37
JESUS MARIA,28
LA VICTORIA,30
LA VICTORIA,79
LINCE,49
JESUS MARIA,87
LA VICTORIA,69
JESUS MARIA,59
JESUS MARIA,77
LA VICTORIA,74
BREÑA,44
JESUS MARIA,88
JESUS MARIA,79
LINCE,50
LINCE,79
JESUS MARIA,59
JESUS MARIA,94
JESUS MARIA,83
JESUS MARIA,77
LA VICTORIA,77
JESUS MARIA,78
JESUS MARIA,58
JESUS MARIA,6
LA VICTORIA,46
LA VICTORIA,25
BREÑA,42
JESUS MARIA,68
LA VICTORIA,51
JESUS MARIA,89
JESUS MARIA,75
LA VICTORIA,69
BREÑA,81
LA VICTORIA,58
LINCE,90
PUEBLO LIBRE,90
LA VICTORIA,71
JESUS MARIA,59
JESUS MARIA,55
BREÑA,83
JESUS MARIA,52
LA VICTORIA,98
JESUS MARIA,70
LINCE,71
JESUS MARIA,70
LA VICTORIA,32
JESUS MARIA,77
BREÑA,78
JESUS MARIA,26
JESUS MARIA,85
BREÑA,72
LA VICTORIA,39
JESUS MARIA,29
LA VICTORIA,56
JESUS MARIA,25
LA VICTORIA,54
LINCE,58
LA VICTORIA,40
BREÑA,65
JESUS MARIA,55
LA VICTORIA,33
JESUS MARIA,57
BREÑA,37
JESUS MARIA,27
LA VICTORIA,55
JESUS MARIA,20
JESUS MARIA,67
JESUS MARIA,49
JESUS MARIA,66
JESUS MARIA,27
BREÑA,32
JESUS MARIA,37
LA VICTORIA,29
BREÑA,13
LA VICTORIA,19
JESUS MARIA,74
JESUS MARIA,21
JESUS MARIA,25
JESUS MARIA,67
JESUS MARIA,28
PUEBLO LIBRE,60
LA VICTORIA,33
JESUS MARIA,29
LA VICTORIA,28
JESUS MARIA,38
PUEBLO LIBRE,35
JESUS MARIA,17
BREÑA,34
JESUS MARIA,54
BREÑA,32
LINCE,82
JESUS MARIA,73
JESUS MARIA,46
JESUS MARIA,27
LA VICTORIA,25
PUEBLO LIBRE,38
LA VICTORIA,33
JESUS MARIA,48
JESUS MARIA,66
LINCE,56
JESUS MARIA,60
LA VICTORIA,32
JESUS MARIA,63
LA VICTORIA,35
LA VICTORIA,28
JESUS MARIA,64
JESUS MARIA,34
LA VICTORIA,28
PUEBLO LIBRE,28
JESUS MARIA,73
JESUS MARIA,45
JESUS MARIA,42
JESUS MARIA,45
JESUS MARIA,0
LINCE,25
JESUS MARIA,38
LA VICTORIA,39
BREÑA,68
JESUS MARIA,66
JESUS MARIA,39
JESUS MARIA,48
JESUS MARIA,33
JESUS MARIA,56
JESUS MARIA,26
LA VICTORIA,38
LA VICTORIA,38
JESUS MARIA,56
LA VICTORIA,25
JESUS MARIA,31
JESUS MARIA,29
JESUS MARIA,28
JESUS MARIA,63
JESUS MARIA,77
JESUS MARIA,32
LA VICTORIA,32
LINCE,34
LA VICTORIA,23
JESUS MARIA,33
LINCE,54
JESUS MARIA,51
PUEBLO LIBRE,37
LA VICTORIA,27
JESUS MARIA,63
JESUS MARIA,54
LINCE,16
BREÑA,28
JESUS MARIA,53
JESUS MARIA,60
JESUS MARIA,31
JESUS MARIA,58
LA VICTORIA,53
BREÑA,28
JESUS MARIA,38
LA VICTORIA,65
BREÑA,38
JESUS MARIA,51
JESUS MARIA,34
JESUS MARIA,66
JESUS MARIA,27
BREÑA,82
LA VICTORIA,66
JESUS MARIA,66
JESUS MARIA,50
JESUS MARIA,58
JESUS MARIA,37
JESUS MARIA,69
JESUS MARIA,41
JESUS MARIA,60
BREÑA,32
JESUS MARIA,40
PUEBLO LIBRE,63
BREÑA,62
JESUS MARIA,25
LA VICTORIA,57
JESUS MARIA,61
JESUS MARIA,40
JESUS MARIA,43
JESUS MARIA,50
JESUS MARIA,38
JESUS MARIA,45
BREÑA,52
JESUS MARIA,45
JESUS MARIA,58
JESUS MARIA,73
JESUS MARIA,53
LA VICTORIA,44
PUEBLO LIBRE,43
JESUS MARIA,35
JESUS MARIA,59
JESUS MARIA,44
JESUS MARIA,60
PUEBLO LIBRE,28
JESUS MARIA,50
JESUS MARIA,43
LA VICTORIA,33
JESUS MARIA,55
JESUS MARIA,70
LINCE,92
LA VICTORIA,50
JESUS MARIA,61
JESUS MARIA,52
LA VICTORIA,58
JESUS MARIA,72
JESUS MARIA,47
JESUS MARIA,80
JESUS MARIA,56
JESUS MARIA,52
JESUS MARIA,72
LA VICTORIA,48
LA VICTORIA,80
JESUS MARIA,63
PUEBLO LIBRE,47
JESUS MARIA,46
LA VICTORIA,43
JESUS MARIA,51
LA VICTORIA,44
LINCE,56
JESUS MARIA,59
LINCE,73
JESUS MARIA,53
LA VICTORIA,72
LA VICTORIA,61
JESUS MARIA,68
JESUS MARIA,51
BREÑA,63
LA VICTORIA,41
JESUS MARIA,56
JESUS MARIA,48
JESUS MARIA,56
JESUS MARIA,31
LINCE,53
JESUS MARIA,59
LA VICTORIA,67
JESUS MARIA,53
JESUS MARIA,47
BREÑA,47
JESUS MARIA,74
LINCE,47
BREÑA,60
PUEBLO LIBRE,47
JESUS MARIA,45
LA VICTORIA,43
JESUS MARIA,50
LINCE,68
JESUS MARIA,55
LA VICTORIA,52
JESUS MARIA,48
JESUS MARIA,42
JESUS MARIA,57
JESUS MARIA,48
JESUS MARIA,72
JESUS MARIA,46
LA VICTORIA,63
LINCE,52
LINCE,75
JESUS MARIA,50
JESUS MARIA,43
JESUS MARIA,56
BREÑA,74
LA VICTORIA,64
JESUS MARIA,64
LA VICTORIA,56
JESUS MARIA,70
JESUS MARIA,44
JESUS MARIA,45
JESUS MARIA,45
LINCE,48
JESUS MARIA,82
JESUS MARIA,54
JESUS MARIA,50
JESUS MARIA,61
JESUS MARIA,69
JESUS MARIA,57
PUEBLO LIBRE,78
JESUS MARIA,59
LINCE,61
JESUS MARIA,73
JESUS MARIA,58
LINCE,41
JESUS MARIA,75
JESUS MARIA,61
JESUS MARIA,61
PUEBLO LIBRE,58
LA VICTORIA,28
JESUS MARIA,69
JESUS MARIA,69
LA VICTORIA,70
JESUS MARIA,57
JESUS MARIA,62
JESUS MARIA,56
LA VICTORIA,29
JESUS MARIA,45
JESUS MARIA,54
BREÑA,42
BREÑA,51
JESUS MARIA,67
JESUS MARIA,53
JESUS MARIA,44
BREÑA,59
JESUS MARIA,59
JESUS MARIA,24
JESUS MARIA,61
JESUS MARIA,31
JESUS MARIA,82
BREÑA,68
LA VICTORIA,69
BREÑA,43
LA VICTORIA,84
JESUS MARIA,58
JESUS MARIA,55
JESUS MARIA,64
JESUS MARIA,75
LINCE,67
JESUS MARIA,57
PUEBLO LIBRE,55
JESUS MARIA,48
JESUS MARIA,66
BREÑA,43
BREÑA,71
JESUS MARIA,63
JESUS MARIA,55
JESUS MARIA,91
JESUS MARIA,42
PUEBLO LIBRE,72
JESUS MARIA,52
BREÑA,51
JESUS MARIA,61
JESUS MARIA,72
JESUS MARIA,62
LINCE,63
JESUS MARIA,43
BREÑA,59
JESUS MARIA,59
JESUS MARIA,52
LINCE,72
LA VICTORIA,57
JESUS MARIA,50
JESUS MARIA,52
LA VICTORIA,65
JESUS MARIA,59
JESUS MARIA,59
JESUS MARIA,57
LA VICTORIA,61
JESUS MARIA,56
JESUS MARIA,72
BREÑA,57
BREÑA,51
LINCE,69
JESUS MARIA,58
JESUS MARIA,52
LA VICTORIA,56
LA VICTORIA,42
LA VICTORIA,66
JESUS MARIA,61
BREÑA,64
JESUS MARIA,57
JESUS MARIA,51
LA VICTORIA,42
LA VICTORIA,56
JESUS MARIA,66
JESUS MARIA,55
JESUS MARIA,59
LA VICTORIA,57
JESUS MARIA,72
LA VICTORIA,63
JESUS MARIA,52
LA VICTORIA,70
LINCE,65
JESUS MARIA,55
JESUS MARIA,46
JESUS MARIA,45
JESUS MARIA,43
JESUS MARIA,66
JESUS MARIA,81
JESUS MARIA,48
JESUS MARIA,56
JESUS MARIA,47
BREÑA,70
BREÑA,68
JESUS MARIA,49
BREÑA,48
JESUS MARIA,70
PUEBLO LIBRE,76
JESUS MARIA,73
LINCE,44
BREÑA,44
JESUS MARIA,50
PUEBLO LIBRE,64
JESUS MARIA,47
PUEBLO LIBRE,58
JESUS MARIA,86
JESUS MARIA,43
LA VICTORIA,58
JESUS MARIA,63
JESUS MARIA,50
JESUS MARIA,69
PUEBLO LIBRE,92
JESUS MARIA,62
PUEBLO LIBRE,68
LA VICTORIA,56
JESUS MARIA,46
JESUS MARIA,75
JESUS MARIA,52
LINCE,46
JESUS MARIA,35
JESUS MARIA,62
JESUS MARIA,58
JESUS MARIA,43
LA VICTORIA,58
JESUS MARIA,50
JESUS MARIA,57
LA VICTORIA,72
JESUS MARIA,50
PUEBLO LIBRE,57
JESUS MARIA,47
BREÑA,49
LA VICTORIA,58
LINCE,66
JESUS MARIA,54
LINCE,65
BREÑA,87
JESUS MARIA,60
JESUS MARIA,69
PUEBLO LIBRE,49
LA VICTORIA,68
LA VICTORIA,89
LA VICTORIA,90
LA VICTORIA,69
PUEBLO LIBRE,62
JESUS MARIA,53
JESUS MARIA,52
LA VICTORIA,59
LA VICTORIA,77
JESUS MARIA,51
LINCE,49
JESUS MARIA,70
PUEBLO LIBRE,57
JESUS MARIA,46
LINCE,68
JESUS MARIA,84
JESUS MARIA,74
LA VICTORIA,55
BREÑA,85
LINCE,70
LINCE,51
JESUS MARIA,63
BREÑA,58
LINCE,44
LA VICTORIA,75
LA VICTORIA,69
JESUS MARIA,77
JESUS MARIA,54
JESUS MARIA,67
PUEBLO LIBRE,80
LA VICTORIA,50
LA VICTORIA,50
LA VICTORIA,52
JESUS MARIA,72
JESUS MARIA,44
LA VICTORIA,52
BREÑA,52
LA VICTORIA,61
JESUS MARIA,60
LA VICTORIA,49
JESUS MARIA,45
LA VICTORIA,54
LA VICTORIA,62
JESUS MARIA,48
LA VICTORIA,59
LA VICTORIA,56
JESUS MARIA,74
LA VICTORIA,67
JESUS MARIA,50
LA VICTORIA,65
LA VICTORIA,72
LA VICTORIA,72
BREÑA,47
JESUS MARIA,67
LINCE,68
LA VICTORIA,82
LA VICTORIA,51
JESUS MARIA,61
PUEBLO LIBRE,86
BREÑA,68
LA VICTORIA,91
BREÑA,59
JESUS MARIA,65
PUEBLO LIBRE,61
LINCE,48
LA VICTORIA,72
JESUS MARIA,68
LA VICTORIA,75
JESUS MARIA,61
JESUS MARIA,49
LINCE,60
LA VICTORIA,59
LA VICTORIA,74
JESUS MARIA,66
BREÑA,53
LA VICTORIA,64
JESUS MARIA,54
LA VICTORIA,44
JESUS MARIA,51
LINCE,67
BREÑA,54
JESUS MARIA,68
BREÑA,54
PUEBLO LIBRE,58
BREÑA,56
BREÑA,75
JESUS MARIA,66
BREÑA,78
JESUS MARIA,57
BREÑA,50
LINCE,77
BREÑA,54
LA VICTORIA,65
JESUS MARIA,56
PUEBLO LIBRE,56
JESUS MARIA,71
LA VICTORIA,52
JESUS MARIA,46
JESUS MARIA,54
JESUS MARIA,52
JESUS MARIA,59
PUEBLO LIBRE,60
JESUS MARIA,51
JESUS MARIA,54
JESUS MARIA,46
JESUS MARIA,76
JESUS MARIA,66
PUEBLO LIBRE,51
JESUS MARIA,49
JESUS MARIA,76
JESUS MARIA,47
JESUS MARIA,94
LA VICTORIA,64
JESUS MARIA,55
LA VICTORIA,45
JESUS MARIA,58
BREÑA,73
BREÑA,79
JESUS MARIA,58
BREÑA,72
LINCE,47
JESUS MARIA,53
LA VICTORIA,66
LINCE,71
LA VICTORIA,70
JESUS MARIA,46
JESUS MARIA,66
LA VICTORIA,74
JESUS MARIA,59
LA VICTORIA,65
PUEBLO LIBRE,81
LA VICTORIA,74
JESUS MARIA,59
LINCE,60
BREÑA,75
JESUS MARIA,62
BREÑA,66
JESUS MARIA,68
LA VICTORIA,60
LA VICTORIA,62
JESUS MARIA,54
BREÑA,81
BREÑA,58
BREÑA,63
LA VICTORIA,53
BREÑA,86
BREÑA,60
JESUS MARIA,60
BREÑA,69
LA VICTORIA,51
LA VICTORIA,43
JESUS MARIA,58
PUEBLO LIBRE,37
PUEBLO LIBRE,58
LA VICTORIA,72
LA VICTORIA,57
LA VICTORIA,42
JESUS MARIA,70
LA VICTORIA,52
LA VICTORIA,57
JESUS MARIA,46
LA VICTORIA,54
LA VICTORIA,42
LA VICTORIA,41
PUEBLO LIBRE,57
JESUS MARIA,69
LA VICTORIA,57
LA VICTORIA,56
LINCE,44
LA VICTORIA,66
LA VICTORIA,76
BREÑA,52
LA VICTORIA,52
LA VICTORIA,60
BREÑA,42
JESUS MARIA,65
JESUS MARIA,63
PUEBLO LIBRE,46
BREÑA,45
BREÑA,60
LA VICTORIA,59
LA VICTORIA,65
BREÑA,62
LA VICTORIA,72
JESUS MARIA,54
PUEBLO LIBRE,53
BREÑA,70
LA VICTORIA,49
JESUS MARIA,52
LINCE,66
LINCE,54
LA VICTORIA,60
JESUS MARIA,68
LINCE,55
BREÑA,63
JESUS MARIA,75
LA VICTORIA,62
PUEBLO LIBRE,55
JESUS MARIA,72
PUEBLO LIBRE,65
LA VICTORIA,83
JESUS MARIA,74
JESUS MARIA,74
JESUS MARIA,74
LINCE,55
JESUS MARIA,52
JESUS MARIA,91
BREÑA,55
BREÑA,59
BREÑA,87
JESUS MARIA,74
LA VICTORIA,62
LINCE,61
LA VICTORIA,44
LA VICTORIA,69
JESUS MARIA,48
JESUS MARIA,54
LA VICTORIA,71
JESUS MARIA,87
JESUS MARIA,62
JESUS MARIA,59
JESUS MARIA,55
JESUS MARIA,65
BREÑA,46
BREÑA,46
BREÑA,44
BREÑA,53
JESUS MARIA,81
JESUS MARIA,49
LINCE,86
LA VICTORIA,46
LA VICTORIA,47
JESUS MARIA,45
LA VICTORIA,75
BREÑA,62
LINCE,64
BREÑA,54
JESUS MARIA,64
JESUS MARIA,72
LA VICTORIA,75
LA VICTORIA,61
BREÑA,62
JESUS MARIA,46
JESUS MARIA,72
LA VICTORIA,52
LA VICTORIA,66
LA VICTORIA,66
JESUS MARIA,61
JESUS MARIA,58
LINCE,44
LINCE,70
LINCE,51
JESUS MARIA,62
JESUS MARIA,56
JESUS MARIA,64
JESUS MARIA,45
PUEBLO LIBRE,53
LINCE,47
LA VICTORIA,49
LINCE,68
LA VICTORIA,74
PUEBLO LIBRE,50
LA VICTORIA,46
LINCE,49
LINCE,82
LA VICTORIA,70
BREÑA,56
BREÑA,49
LINCE,54
LA VICTORIA,45
LA VICTORIA,55
LA VICTORIA,57
JESUS MARIA,92
PUEBLO LIBRE,58
LA VICTORIA,43
LA VICTORIA,43
JESUS MARIA,59
PUEBLO LIBRE,52
BREÑA,52
JESUS MARIA,59
LA VICTORIA,48
LA VICTORIA,75
JESUS MARIA,52
PUEBLO LIBRE,85
LA VICTORIA,54
LA VICTORIA,74
JESUS MARIA,81
JESUS MARIA,46
LA VICTORIA,48
BREÑA,43
JESUS MARIA,76
JESUS MARIA,49
JESUS MARIA,48
LA VICTORIA,57
LINCE,58
LA VICTORIA,69
JESUS MARIA,66
LA VICTORIA,60
JESUS MARIA,47
JESUS MARIA,56
PUEBLO LIBRE,56
